,playerID,awardID,yearID,lgID,tie,notes
217,archeji01,Baseball Magazine All-Star,1912,NL,,C1
218,meyerch01,Baseball Magazine All-Star,1912,NL,,C2
219,mageesh01,Baseball Magazine All-Star,1912,NL,,OF
220,paskedo01,Baseball Magazine All-Star,1912,NL,,OF
221,wilsoch01,Baseball Magazine All-Star,1912,NL,,OF
222,tesreje01,Baseball Magazine All-Star,1912,NL,,P1
223,mathech01,Baseball Magazine All-Star,1912,NL,,P2
224,ruckena01,Baseball Magazine All-Star,1912,NL,,P3
225,wagneho01,Baseball Magazine All-Star,1912,NL,,SS
226,speaktr01,Most Valuable Player,1912,AL,,
227,doylela01,Most Valuable Player,1912,NL,,
228,mcinnst01,Baseball Magazine All-Star,1913,AL,,1B
229,collied01,Baseball Magazine All-Star,1913,AL,,2B
230,bakerfr01,Baseball Magazine All-Star,1913,AL,,3B
231,schanwa01,Baseball Magazine All-Star,1913,AL,,C
232,cobbty01,Baseball Magazine All-Star,1913,AL,,OF
233,jacksjo01,Baseball Magazine All-Star,1913,AL,,OF
234,speaktr01,Baseball Magazine All-Star,1913,AL,,OF
235,johnswa01,Baseball Magazine All-Star,1913,AL,,P1
236,falkecy01,Baseball Magazine All-Star,1913,AL,,P2
237,barryja01,Baseball Magazine All-Star,1913,AL,,SS
238,daubeja01,Baseball Magazine All-Star,1913,ML,,1B
239,collied01,Baseball Magazine All-Star,1913,ML,,2B
240,bakerfr01,Baseball Magazine All-Star,1913,ML,,3B
241,archeji01,Baseball Magazine All-Star,1913,ML,,C
242,cobbty01,Baseball Magazine All-Star,1913,ML,,OF
243,jacksjo01,Baseball Magazine All-Star,1913,ML,,OF
244,speaktr01,Baseball Magazine All-Star,1913,ML,,OF
245,johnswa01,Baseball Magazine All-Star,1913,ML,,P1
246,mathech01,Baseball Magazine All-Star,1913,ML,,P2
247,wagneho01,Baseball Magazine All-Star,1913,ML,,SS
248,daubeja01,Baseball Magazine All-Star,1913,NL,,1B
249,vioxji01,Baseball Magazine All-Star,1913,NL,,2B
250,zimmehe01,Baseball Magazine All-Star,1913,NL,,3B
251,archeji01,Baseball Magazine All-Star,1913,NL,,C
252,cravaga01,Baseball Magazine All-Star,1913,NL,,OF
253,leachto01,Baseball Magazine All-Star,1913,NL,,OF
254,wheatza01,Baseball Magazine All-Star,1913,NL,,OF
255,mathech01,Baseball Magazine All-Star,1913,NL,,P1
256,alexape01,Baseball Magazine All-Star,1913,NL,,P2
257,wagneho01,Baseball Magazine All-Star,1913,NL,,SS
258,johnswa01,Most Valuable Player,1913,AL,,
259,daubeja01,Most Valuable Player,1913,NL,,
260,johnswa01,Pitching Triple Crown,1913,AL,,
261,mcinnst01,Baseball Magazine All-Star,1914,AL,,1B
262,collied01,Baseball Magazine All-Star,1914,AL,,2B
263,bakerfr01,Baseball Magazine All-Star,1914,AL,,3B
264,schanwa01,Baseball Magazine All-Star,1914,AL,,C1
265,schalra01,Baseball Magazine All-Star,1914,AL,,C2
266,cobbty01,Baseball Magazine All-Star,1914,AL,,OF
267,jacksjo01,Baseball Magazine All-Star,1914,AL,,OF
268,speaktr01,Baseball Magazine All-Star,1914,AL,,OF
269,johnswa01,Baseball Magazine All-Star,1914,AL,,P1
270,leonadu01,Baseball Magazine All-Star,1914,AL,,P2
271,planked01,Baseball Magazine All-Star,1914,AL,,P3
272,barryja01,Baseball Magazine All-Star,1914,AL,,SS
273,daubeja01,Baseball Magazine All-Star,1914,ML,,1B
274,collied01,Baseball Magazine All-Star,1914,ML,,2B
275,bakerfr01,Baseball Magazine All-Star,1914,ML,,3B
276,archeji01,Baseball Magazine All-Star,1914,ML,,C1
277,schanwa01,Baseball Magazine All-Star,1914,ML,,C2
278,cobbty01,Baseball Magazine All-Star,1914,ML,,OF
279,jacksjo01,Baseball Magazine All-Star,1914,ML,,OF
280,speaktr01,Baseball Magazine All-Star,1914,ML,,OF
281,alexape01,Baseball Magazine All-Star,1914,ML,,P1
282,mathech01,Baseball Magazine All-Star,1914,ML,,P2
283,johnswa01,Baseball Magazine All-Star,1914,ML,,P3
284,maranra01,Baseball Magazine All-Star,1914,ML,,SS
285,daubeja01,Baseball Magazine All-Star,1914,NL,,1B
286,eversjo01,Baseball Magazine All-Star,1914,NL,,2B
287,loberha01,Baseball Magazine All-Star,1914,NL,,3B
288,archeji01,Baseball Magazine All-Star,1914,NL,,C1
289,wingoiv01,Baseball Magazine All-Star,1914,NL,,C2
290,burnsge01,Baseball Magazine All-Star,1914,NL,,OF
291,mageesh01,Baseball Magazine All-Star,1914,NL,,OF
292,wheatza01,Baseball Magazine All-Star,1914,NL,,OF
293,alexape01,Baseball Magazine All-Star,1914,NL,,P1
294,mathech01,Baseball Magazine All-Star,1914,NL,,P2
295,jamesbi02,Baseball Magazine All-Star,1914,NL,,P3
296,maranra01,Baseball Magazine All-Star,1914,NL,,SS
297,collied01,Most Valuable Player,1914,AL,,
298,eversjo01,Most Valuable Player,1914,NL,,
299,mcinnst01,Baseball Magazine All-Star,1915,AL,,1B
300,collied01,Baseball Magazine All-Star,1915,AL,,2B
301,maisefr01,Baseball Magazine All-Star,1915,AL,,3B
302,schalra01,Baseball Magazine All-Star,1915,AL,,C
303,speaktr01,Baseball Magazine All-Star,1915,AL,,CF
304,cobbty01,Baseball Magazine All-Star,1915,AL,,LF
305,johnswa01,Baseball Magazine All-Star,1915,AL,,P1
306,scottji01,Baseball Magazine All-Star,1915,AL,,P2
307,crawfsa01,Baseball Magazine All-Star,1915,AL,,RF
308,bushdo01,Baseball Magazine All-Star,1915,AL,,SS
309,mcinnst01,Baseball Magazine All-Star,1915,ML,,1B
310,collied01,Baseball Magazine All-Star,1915,ML,,2B
311,grohhe01,Baseball Magazine All-Star,1915,ML,,3B
312,snydefr01,Baseball Magazine All-Star,1915,ML,,C
313,speaktr01,Baseball Magazine All-Star,1915,ML,,CF
314,cobbty01,Baseball Magazine All-Star,1915,ML,,LF
315,alexape01,Baseball Magazine All-Star,1915,ML,,P1
316,johnswa01,Baseball Magazine All-Star,1915,ML,,P2
317,crawfsa01,Baseball Magazine All-Star,1915,ML,,RF
318,bancrda01,Baseball Magazine All-Star,1915,ML,,SS
319,saiervi01,Baseball Magazine All-Star,1915,NL,,1B
320,doylela01,Baseball Magazine All-Star,1915,NL,,2B
321,grohhe01,Baseball Magazine All-Star,1915,NL,,3B
322,snydefr01,Baseball Magazine All-Star,1915,NL,,C
323,willicy01,Baseball Magazine All-Star,1915,NL,,CF
324,wheatza01,Baseball Magazine All-Star,1915,NL,,LF
325,alexape01,Baseball Magazine All-Star,1915,NL,,P1
326,mamaual01,Baseball Magazine All-Star,1915,NL,,P2
327,cravaga01,Baseball Magazine All-Star,1915,NL,,RF
328,bancrda01,Baseball Magazine All-Star,1915,NL,,SS
329,alexape01,Pitching Triple Crown,1915,NL,,
330,sislege01,Baseball Magazine All-Star,1916,AL,,1B
331,collied01,Baseball Magazine All-Star,1916,AL,,2B
332,gardnla01,Baseball Magazine All-Star,1916,AL,,3B
333,schalra01,Baseball Magazine All-Star,1916,AL,,C
334,cobbty01,Baseball Magazine All-Star,1916,AL,,OF
335,jacksjo01,Baseball Magazine All-Star,1916,AL,,OF
336,speaktr01,Baseball Magazine All-Star,1916,AL,,OF
337,johnswa01,Baseball Magazine All-Star,1916,AL,,P1
338,ruthba01,Baseball Magazine All-Star,1916,AL,,P2
339,bushdo01,Baseball Magazine All-Star,1916,AL,,SS
340,daubeja01,Baseball Magazine All-Star,1916,ML,,1B
341,collied01,Baseball Magazine All-Star,1916,ML,,2B
342,gardnla01,Baseball Magazine All-Star,1916,ML,,3B
343,schalra01,Baseball Magazine All-Star,1916,ML,,C
344,cobbty01,Baseball Magazine All-Star,1916,ML,,OF
345,jacksjo01,Baseball Magazine All-Star,1916,ML,,OF
346,speaktr01,Baseball Magazine All-Star,1916,ML,,OF
347,alexape01,Baseball Magazine All-Star,1916,ML,,P1
348,johnswa01,Baseball Magazine All-Star,1916,ML,,P2
349,maranra01,Baseball Magazine All-Star,1916,ML,,SS
350,daubeja01,Baseball Magazine All-Star,1916,NL,,1B
351,herzobu01,Baseball Magazine All-Star,1916,NL,,2B
352,hornsro01,Baseball Magazine All-Star,1916,NL,,3B
353,gowdyha01,Baseball Magazine All-Star,1916,NL,,C
354,roberda01,Baseball Magazine All-Star,1916,NL,,OF
355,wheatza01,Baseball Magazine All-Star,1916,NL,,OF
356,willicy01,Baseball Magazine All-Star,1916,NL,,OF
357,alexape01,Baseball Magazine All-Star,1916,NL,,P1
358,mamaual01,Baseball Magazine All-Star,1916,NL,,P2
359,maranra01,Baseball Magazine All-Star,1916,NL,,SS
360,alexape01,Pitching Triple Crown,1916,NL,,
361,sislege01,Baseball Magazine All-Star,1917,AL,,1B
362,collied01,Baseball Magazine All-Star,1917,AL,,2B
363,weavebu01,Baseball Magazine All-Star,1917,AL,,3B
364,schalra01,Baseball Magazine All-Star,1917,AL,,C
365,cobbty01,Baseball Magazine All-Star,1917,AL,,OF
366,felscha01,Baseball Magazine All-Star,1917,AL,,OF
367,speaktr01,Baseball Magazine All-Star,1917,AL,,OF
368,johnswa01,Baseball Magazine All-Star,1917,AL,,P1
369,cicoted01,Baseball Magazine All-Star,1917,AL,,P2
370,chapmra01,Baseball Magazine All-Star,1917,AL,,SS
371,sislege01,Baseball Magazine All-Star,1917,ML,,1B
372,collied01,Baseball Magazine All-Star,1917,ML,,2B
373,zimmehe01,Baseball Magazine All-Star,1917,ML,,3B
374,killebi01,Baseball Magazine All-Star,1917,ML,,C
375,cobbty01,Baseball Magazine All-Star,1917,ML,,OF
376,roushed01,Baseball Magazine All-Star,1917,ML,,OF
377,speaktr01,Baseball Magazine All-Star,1917,ML,,OF
378,alexape01,Baseball Magazine All-Star,1917,ML,,P1
379,johnswa01,Baseball Magazine All-Star,1917,ML,,P2
380,chapmra01,Baseball Magazine All-Star,1917,ML,,SS
381,chaseha01,Baseball Magazine All-Star,1917,NL,,1B
382,herzobu01,Baseball Magazine All-Star,1917,NL,,2B
383,zimmehe01,Baseball Magazine All-Star,1917,NL,,3B
384,killebi01,Baseball Magazine All-Star,1917,NL,,C
385,burnsge01,Baseball Magazine All-Star,1917,NL,,OF
386,careyma01,Baseball Magazine All-Star,1917,NL,,OF
387,roushed01,Baseball Magazine All-Star,1917,NL,,OF
388,alexape01,Baseball Magazine All-Star,1917,NL,,P1
389,coopewi01,Baseball Magazine All-Star,1917,NL,,P2
390,maranra01,Baseball Magazine All-Star,1917,NL,,SS
391,sislege01,Baseball Magazine All-Star,1918,AL,,1B
392,collied01,Baseball Magazine All-Star,1918,AL,,2B
393,bakerfr01,Baseball Magazine All-Star,1918,AL,,3B
394,oneilst01,Baseball Magazine All-Star,1918,AL,,C
395,cobbty01,Baseball Magazine All-Star,1918,AL,,OF
396,hoopeha01,Baseball Magazine All-Star,1918,AL,,OF
397,speaktr01,Baseball Magazine All-Star,1918,AL,,OF
398,ruthba01,Baseball Magazine All-Star,1918,AL,,P1
399,johnswa01,Baseball Magazine All-Star,1918,AL,,P2
400,chapmra01,Baseball Magazine All-Star,1918,AL,,SS
401,sislege01,Baseball Magazine All-Star,1918,ML,,1B
402,collied01,Baseball Magazine All-Star,1918,ML,,2B
403,grohhe01,Baseball Magazine All-Star,1918,ML,,3B
404,killebi01,Baseball Magazine All-Star,1918,ML,,C
405,cobbty01,Baseball Magazine All-Star,1918,ML,,OF
406,roushed01,Baseball Magazine All-Star,1918,ML,,OF
407,speaktr01,Baseball Magazine All-Star,1918,ML,,OF
408,ruthba01,Baseball Magazine All-Star,1918,ML,,P1
409,johnswa01,Baseball Magazine All-Star,1918,ML,,P2
410,vaughhi01,Baseball Magazine All-Star,1918,ML,,P3
411,holloch01,Baseball Magazine All-Star,1918,ML,,SS
412,daubeja01,Baseball Magazine All-Star,1918,NL,,1B
413,cutshge01,Baseball Magazine All-Star,1918,NL,,2B
414,grohhe01,Baseball Magazine All-Star,1918,NL,,3B
415,killebi01,Baseball Magazine All-Star,1918,NL,,C
416,burnsge01,Baseball Magazine All-Star,1918,NL,,OF
417,roushed01,Baseball Magazine All-Star,1918,NL,,OF
418,wheatza01,Baseball Magazine All-Star,1918,NL,,OF
419,vaughhi01,Baseball Magazine All-Star,1918,NL,,P1
420,grimebu01,Baseball Magazine All-Star,1918,NL,,P2
421,holloch01,Baseball Magazine All-Star,1918,NL,,SS
422,johnswa01,Pitching Triple Crown,1918,AL,,
423,vaughhi01,Pitching Triple Crown,1918,NL,,
424,sislege01,Baseball Magazine All-Star,1919,AL,,1B
425,collied01,Baseball Magazine All-Star,1919,AL,,2B
426,weavebu01,Baseball Magazine All-Star,1919,AL,,3B
427,oneilst01,Baseball Magazine All-Star,1919,AL,,C
428,cobbty01,Baseball Magazine All-Star,1919,AL,,OF
429,jacksjo01,Baseball Magazine All-Star,1919,AL,,OF
430,ruthba01,Baseball Magazine All-Star,1919,AL,,OF
431,johnswa01,Baseball Magazine All-Star,1919,AL,,P1
432,cicoted01,Baseball Magazine All-Star,1919,AL,,P2
433,peckiro01,Baseball Magazine All-Star,1919,AL,,SS
434,sislege01,Baseball Magazine All-Star,1919,ML,,1B
435,collied01,Baseball Magazine All-Star,1919,ML,,2B
436,grohhe01,Baseball Magazine All-Star,1919,ML,,3B
437,oneilst01,Baseball Magazine All-Star,1919,ML,,C
438,cobbty01,Baseball Magazine All-Star,1919,ML,,OF
439,roushed01,Baseball Magazine All-Star,1919,ML,,OF
440,ruthba01,Baseball Magazine All-Star,1919,ML,,OF
441,johnswa01,Baseball Magazine All-Star,1919,ML,,P1
442,vaughhi01,Baseball Magazine All-Star,1919,ML,,P2
443,peckiro01,Baseball Magazine All-Star,1919,ML,,SS
444,daubeja01,Baseball Magazine All-Star,1919,NL,,1B
445,stockmi01,Baseball Magazine All-Star,1919,NL,,2B
446,grohhe01,Baseball Magazine All-Star,1919,NL,,3B
447,wingoiv01,Baseball Magazine All-Star,1919,NL,,C
448,burnsge01,Baseball Magazine All-Star,1919,NL,,OF
449,myershy01,Baseball Magazine All-Star,1919,NL,,OF
450,roushed01,Baseball Magazine All-Star,1919,NL,,OF
451,vaughhi01,Baseball Magazine All-Star,1919,NL,,P1
452,barneje01,Baseball Magazine All-Star,1919,NL,,P2
453,hornsro01,Baseball Magazine All-Star,1919,NL,,SS
454,sislege01,Baseball Magazine All-Star,1920,AL,,1B
455,collied01,Baseball Magazine All-Star,1920,AL,,2B
456,gardnla01,Baseball Magazine All-Star,1920,AL,,3B
457,oneilst01,Baseball Magazine All-Star,1920,AL,,C
458,ricesa01,Baseball Magazine All-Star,1920,AL,,OF
